,accuracy,loss,iteration,triggers
0,0.7960526315789473,0.43707263469696045,0,the_the_the
1,0.0,10.20207691192627,1,solid_solid_solid
2,0.0,10.20207691192627,2,solid_solid_solid
3,0.0,10.20207691192627,3,solid_solid_solid
4,0.0,10.20207691192627,4,solid_solid_solid
5,0.0,10.20207691192627,5,solid_solid_solid
6,0.0,10.20207691192627,6,solid_solid_solid
7,0.0,10.20207691192627,7,solid_solid_solid
8,0.0,10.20207691192627,8,solid_solid_solid
9,0.0,10.20207691192627,9,solid_solid_solid
10,0.0,10.20207691192627,10,solid_solid_solid
11,0.0,10.20207691192627,11,solid_solid_solid
12,0.0,10.20207691192627,12,solid_solid_solid
13,0.0,10.20207691192627,13,solid_solid_solid
14,0.0,10.20207691192627,14,solid_solid_solid
15,0.0,10.20207691192627,15,solid_solid_solid
16,0.0,10.20207691192627,16,solid_solid_solid
